opponents, date, year, regularSeason?, score1-score2, location(A), pace1, tSP1, eFG1, 3PA1, FTR1, ORR1, DRR1, TRR1, ASP1, STLP1, BLK1, TOR1, OEff1, DEF, pace2, tSP2, eFG2, 3PA2, FTR2, ORR2, DRR2, TRR2, ASP2, STLP2, BLK2, TOR2, OEff2
Cleveland Cavaliers at Philadelphia 76ers, March 12, 2019,regularSeason,99-106,A,99.9,0.4740,0.4600,0.3760,0.0594,15.8000,70.0000,38.1000,35.0000,8.0000,3.2000,6.3000,99.1000,MAN,99.9,0.5730,0.5410,0.2710,0.1647,30.0000,84.2000,61.9000,59.5000,4.0000,11.1000,18.5000,106.1000
%http://www.basketball-reference.com/boxscores/201903130ATL.html
Memphis Grizzlies at Atlanta Hawks, March 13, 2019,regularSeason,111-132,A,101.1,0.5530,0.5060,0.4490,0.2360,20.0000,63.4000,40.7000,73.7000,7.9000,10.3000,12.2000,109.8000,MAN,101.1,0.6050,0.5870,0.4370,0.1068,36.6000,80.0000,59.3000,67.3000,8.9000,18.4000,9.2000,130.6000
%http://www.basketball-reference.com/boxscores/201903130HOU.html
Golden State Warriors at Houston Rockets, March 13, 2019,regularSeason,106-104,A,89.9,0.5930,0.5650,0.3760,0.1176,31.6000,86.5000,58.7000,66.7000,7.8000,5.4000,13.5000,117.9000,MAN,89.9,0.5900,0.5450,0.5260,0.2436,13.5000,68.4000,41.3000,48.6000,7.8000,5.7000,10.2000,115.7000
%http://www.basketball-reference.com/boxscores/201903130MIA.html
Detroit Pistons at Miami Heat, March 13, 2019,regularSeason,74-108,A,89.5,0.4360,0.4030,0.4810,0.1558,20.8000,67.5000,42.0000,74.1000,7.8000,12.5000,16.7000,82.7000,MAN,89.5,0.5710,0.5300,0.3330,0.2262,32.5000,79.2000,58.0000,56.4000,11.2000,12.5000,10.4000,120.7000
%http://www.basketball-reference.com/boxscores/201903130OKC.html
Brooklyn Nets at Oklahoma City Thunder, March 13, 2019,regularSeason,96-108,A,97.7,0.5200,0.4940,0.4170,0.1548,16.7000,69.2000,45.7000,54.3000,7.2000,7.4000,14.8000,98.3000,MAN,97.7,0.5170,0.4840,0.2920,0.1562,30.8000,83.3000,54.3000,51.2000,9.2000,12.2000,9.5000,110.6000
%http://www.basketball-reference.com/boxscores/201903130PHO.html
Utah Jazz at Phoenix Suns, March 13, 2019,regularSeason,114-97,A,97.5,0.5640,0.5330,0.3670,0.2000,28.6000,88.9000,59.8000,71.4000,8.2000,6.3000,10.6000,116.9000,MAN,97.5,0.5260,0.4820,0.2320,0.2195,11.1000,71.4000,40.2000,58.3000,8.2000,5.3000,11.5000,99.5000
%http://www.basketball-reference.com/boxscores/201903130WAS.html
Orlando Magic at Washington Wizards, March 13, 2019,regularSeason,90-100,A,90.3,0.4790,0.4560,0.3670,0.0889,25.0000,78.3000,51.1000,74.3000,3.3000,4.8000,9.6000,99.7000,MAN,90.3,0.5250,0.5110,0.3000,0.0889,21.7000,75.0000,48.9000,47.6000,5.5000,3.5000,7.7000,110.8000
%http://www.basketball-reference.com/boxscores/201903140BOS.html
Sacramento Kings at Boston Celtics, March 14, 2019,regularSeason,120-126,A,108.0,0.5710,0.5630,0.3580,0.1368,16.0000,79.6000,47.5000,64.6000,8.3000,2.9000,8.7000,111.1000,MAN,108.0,0.5810,0.5520,0.2890,0.1959,20.4000,84.0000,52.5000,65.3000,6.5000,3.3000,10.7000,116.6000
%http://www.basketball-reference.com/boxscores/201903140DEN.html
Dallas Mavericks at Denver Nuggets, March 14, 2019,regularSeason,99-100,A,90.3,0.5240,0.4940,0.4250,0.1494,20.0000,79.5000,47.6000,59.5000,8.9000,1.9000,7.8000,109.6000,MAN,90.3,0.5650,0.5310,0.3580,0.1728,20.5000,80.0000,52.4000,69.2000,6.6000,14.0000,11.1000,110.7000
%http://www.basketball-reference.com/boxscores/201903140IND.html
Oklahoma City Thunder at Indiana Pacers, March 14, 2019,regularSeason,106-108,A,102.4,0.5590,0.5230,0.3490,0.1860,19.5000,85.7000,53.0000,63.2000,10.7000,8.3000,15.2000,103.5000,MAN,102.4,0.5620,0.4940,0.2680,0.3293,14.3000,80.5000,47.0000,64.9000,10.7000,5.4000,14.3000,105.4000
%http://www.basketball-reference.com/boxscores/201903140ORL.html
Cleveland Cavaliers at Orlando Magic, March 14, 2019,regularSeason,91-120,A,97.4,0.4910,0.4480,0.3600,0.1628,17.4000,74.5000,46.2000,37.1000,4.1000,6.5000,13.9000,93.4000,MAN,97.4,0.5870,0.5590,0.3330,0.1720,25.5000,82.6000,53.8000,68.9000,11.3000,5.5000,8.1000,123.2000
%http://www.basketball-reference.com/boxscores/201903140TOR.html
Los Angeles Lakers at Toronto Raptors, March 14, 2019,regularSeason,98-111,A,106.5,0.5130,0.4880,0.3650,0.1765,13.3000,75.5000,46.9000,63.2000,10.3000,6.0000,17.3000,92.0000,MAN,106.5,0.5350,0.4840,0.4510,0.2527,24.5000,86.7000,53.1000,58.3000,14.1000,11.1000,14.1000,104.2000
%http://www.basketball-reference.com/boxscores/201903140UTA.html
Minnesota Timberwolves at Utah Jazz, March 14, 2019,regularSeason,100-120,A,97.4,0.5120,0.4890,0.2640,0.1209,18.2000,69.8000,43.7000,64.3000,6.2000,3.9000,10.1000,102.7000,MAN,97.4,0.5950,0.5670,0.4270,0.2135,30.2000,81.8000,56.3000,68.2000,7.2000,11.9000,9.8000,123.3000
%http://www.basketball-reference.com/boxscores/201903150DET.html
Los Angeles Lakers at Detroit Pistons, March 15, 2019,regularSeason,97-111,A,97.0,0.4980,0.4530,0.2910,0.2209,24.4000,69.2000,48.5000,66.7000,9.3000,8.5000,12.6000,100.0000,MAN,97.0,0.5550,0.5290,0.4530,0.2326,30.8000,75.6000,51.5000,70.3000,5.2000,6.6000,12.3000,114.4000
%http://www.basketball-reference.com/boxscores/201903150HOU.html
Phoenix Suns at Houston Rockets, March 15, 2019,regularSeason,102-108,A,102.1,0.5100,0.4660,0.2920,0.2135,30.0000,82.9000,53.8000,57.9000,8.8000,9.3000,17.4000,99.9000,MAN,102.1,0.5540,0.5000,0.4820,0.3012,17.1000,70.0000,46.2000,50.0000,12.7000,9.5000,11.8000,105.8000
%http://www.basketball-reference.com/boxscores/201903150LAC.html
Chicago Bulls at Los Angeles Clippers, March 15, 2019,regularSeason,121-128,A,101.4,0.6400,0.5940,0.2630,0.3250,22.2000,70.6000,50.6000,57.1000,3.0000,7.6000,14.5000,119.3000,MAN,101.4,0.5590,0.4950,0.2020,0.3030,29.4000,77.8000,49.4000,63.6000,8.9000,8.5000,5.8000,126.2000
%http://www.basketball-reference.com/boxscores/201903150MIA.html
Milwaukee Bucks at Miami Heat, March 15, 2019,regularSeason,113-98,A,103.8,0.5730,0.5450,0.3750,0.1932,18.6000,81.5000,53.6000,69.0000,7.7000,12.7000,13.2000,108.9000,MAN,103.8,0.4710,0.4520,0.2370,0.1505,18.5000,81.4000,46.4000,55.3000,6.7000,9.1000,10.3000,94.4000
%http://www.basketball-reference.com/boxscores/201903150NOP.html
Portland Trail Blazers at New Orleans Pelicans, March 15, 2019,regularSeason,122-110,A,102.2,0.5540,0.5000,0.2810,0.2708,35.4000,72.5000,54.5000,60.5000,6.9000,12.5000,12.0000,119.4000,MAN,102.2,0.5240,0.5210,0.3190,0.1277,27.5000,64.6000,45.5000,68.9000,6.9000,8.7000,9.5000,107.7000
%http://www.basketball-reference.com/boxscores/201903150PHI.html
Sacramento Kings at Philadelphia 76ers, March 15, 2019,regularSeason,114-123,A,100.1,0.5450,0.5050,0.2870,0.2021,20.4000,75.0000,44.9000,53.5000,4.0000,3.0000,7.1000,113.9000,MAN,100.1,0.5980,0.5440,0.2640,0.2637,25.0000,79.6000,55.1000,60.9000,7.0000,9.0000,8.9000,122.9000
%http://www.basketball-reference.com/boxscores/201903150SAS.html
New York Knicks at San Antonio Spurs, March 15, 2019,regularSeason,83-109,A,94.7,0.4610,0.4530,0.2330,0.0581,18.8000,84.2000,47.7000,60.0000,6.3000,6.0000,15.1000,87.6000,MAN,94.7,0.5900,0.5740,0.2390,0.0909,15.8000,81.3000,52.3000,66.0000,8.4000,9.1000,8.9000,115.1000
%http://www.basketball-reference.com/boxscores/201903150WAS.html
Charlotte Hornets at Washington Wizards, March 15, 2019,regularSeason,116-110,A,100.0,0.5460,0.5250,0.3070,0.0990,28.8000,79.5000,50.5000,39.1000,11.0000,14.0000,10.1000,116.0000,MAN,100.0,0.5950,0.5650,0.4050,0.1786,20.5000,71.2000,49.5000,61.0000,8.0000,7.1000,15.5000,110.0000
%http://www.basketball-reference.com/boxscores/201903160BOS.html
Atlanta Hawks at Boston Celtics, March 16, 2019,regularSeason,120-129,A,106.6,0.5430,0.5050,0.4000,0.1900,35.2000,73.8000,52.1000,62.8000,10.3000,8.8000,13.3000,112.6000,MAN,106.6,0.5900,0.5430,0.3870,0.3011,26.2000,64.8000,47.9000,68.2000,9.4000,11.7000,11.4000,121.0000
%http://www.basketball-reference.com/boxscores/201903160DAL.html
Cleveland Cavaliers at Dallas Mavericks, March 16, 2019,regularSeason,116-121,A,90.9,0.6060,0.5520,0.4420,0.2442,16.2000,75.0000,45.2000,50.0000,1.1000,0.0000,5.9000,127.7000,MAN,90.9,0.6300,0.6070,0.3820,0.1461,25.0000,83.8000,54.8000,69.6000,3.3000,10.4000,4.9000,133.2000
%http://www.basketball-reference.com/boxscores/201903160DEN.html
Indiana Pacers at Denver Nuggets, March 16, 2019,regularSeason,100-102,A,89.9,0.5480,0.4930,0.3200,0.3467,21.1000,78.6000,51.3000,58.8000,6.7000,4.5000,9.0000,111.3000,MAN,89.9,0.5620,0.5430,0.4630,0.1585,21.4000,78.9000,48.8000,69.2000,6.7000,9.8000,9.9000,113.5000
%http://www.basketball-reference.com/boxscores/201903160NOP.html
Phoenix Suns at New Orleans Pelicans, March 16, 2019,regularSeason,138-136,A,111.4,0.5960,0.5550,0.2900,0.2700,22.0000,67.3000,45.7000,60.8000,8.1000,9.7000,16.0000,112.2000,MAN,111.4,0.5660,0.5340,0.2940,0.2647,32.7000,78.0000,54.3000,72.3000,8.9000,5.6000,15.5000,110.6000
%http://www.basketball-reference.com/boxscores/201903160OKC.html
Golden State Warriors at Oklahoma City Thunder, March 16, 2019,regularSeason,110-88,A,100.6,0.5930,0.5600,0.4220,0.2048,18.6000,72.6000,50.5000,64.1000,9.9000,10.9000,14.7000,109.4000,MAN,100.6,0.4150,0.3910,0.4270,0.1354,27.4000,81.4000,49.5000,58.1000,4.0000,10.4000,13.1000,87.5000
%http://www.basketball-reference.com/boxscores/201903160SAS.html
Portland Trail Blazers at San Antonio Spurs, March 16, 2019,regularSeason,103-108,A,97.4,0.4810,0.4500,0.2770,0.1188,25.9000,90.2000,53.7000,54.8000,4.1000,3.2000,6.9000,105.7000,MAN,97.4,0.5860,0.5190,0.2150,0.3291,9.8000,74.1000,46.3000,45.9000,4.1000,13.7000,9.8000,110.9000
%http://www.basketball-reference.com/boxscores/201903160UTA.html
Brooklyn Nets at Utah Jazz, March 16, 2019,regularSeason,98-114,A,101.8,0.4680,0.4110,0.3790,0.2105,13.8000,70.6000,40.4000,60.6000,8.8000,9.1000,6.3000,96.2000,MAN,101.8,0.5450,0.5000,0.3960,0.2527,29.4000,86.2000,59.6000,61.5000,2.9000,11.9000,12.5000,111.9000
%http://www.basketball-reference.com/boxscores/201903160WAS.html
Memphis Grizzlies at Washington Wizards, March 16, 2019,regularSeason,128-135,A,100.6,0.6310,0.6000,0.3670,0.2222,16.3000,78.6000,47.1000,72.9000,5.0000,6.5000,7.3000,127.3000,MAN,100.6,0.6760,0.6110,0.4320,0.4444,21.4000,83.7000,52.9000,63.4000,6.0000,12.3000,9.9000,134.3000
%http://www.basketball-reference.com/boxscores/201903170DET.html
Toronto Raptors at Detroit Pistons, March 17, 2019,regularSeason,107-110,A,91.5,0.6070,0.5850,0.4390,0.1341,17.5000,73.8000,46.3000,64.1000,2.2000,3.6000,12.0000,116.9000,MAN,91.5,0.5800,0.5180,0.3250,0.2892,26.2000,82.5000,53.7000,59.0000,8.7000,6.5000,9.5000,120.2000
%http://www.basketball-reference.com/boxscores/201903170HOU.html
Minnesota Timberwolves at Houston Rockets, March 17, 2019,regularSeason,102-117,A,97.3,0.4990,0.4670,0.3480,0.1739,30.6000,78.7000,54.2000,57.9000,5.1000,9.1000,12.1000,104.9000,MAN,97.3,0.5840,0.5690,0.5320,0.1064,21.3000,69.4000,45.8000,67.4000,9.3000,5.0000,8.2000,120.3000
%http://www.basketball-reference.com/boxscores/201903170LAC.html
Brooklyn Nets at Los Angeles Clippers, March 17, 2019,regularSeason,116-119,A,104.8,0.5230,0.4900,0.3800,0.1800,28.3000,69.2000,48.6000,61.9000,5.7000,10.6000,11.2000,110.7000,MAN,104.8,0.5440,0.4950,0.3200,0.2371,30.8000,71.7000,51.4000,61.9000,7.6000,9.7000,10.6000,113.6000
%http://www.basketball-reference.com/boxscores/201903170MIA.html
Charlotte Hornets at Miami Heat, March 17, 2019,regularSeason,75-93,A,88.1,0.4120,0.3550,0.4340,0.1928,21.6000,68.8000,44.4000,42.3000,6.8000,9.4000,11.7000,85.1000,MAN,88.1,0.4930,0.4710,0.3840,0.1395,31.3000,78.4000,55.6000,73.5000,6.8000,14.9000,10.4000,105.5000
%http://www.basketball-reference.com/boxscores/201903170MIL.html
Philadelphia 76ers at Milwaukee Bucks, March 17, 2019,regularSeason,130-125,A,106.4,0.5740,0.5450,0.3200,0.2100,30.0000,79.6000,54.5000,55.3000,7.5000,4.4000,10.3000,122.2000,MAN,106.4,0.5820,0.5370,0.5260,0.2421,20.4000,70.0000,45.5000,58.1000,8.5000,8.8000,8.5000,117.5000
%http://www.basketball-reference.com/boxscores/201903170NYK.html
Los Angeles Lakers at New York Knicks, March 17, 2019,regularSeason,123-124,A,100.7,0.5630,0.5210,0.2780,0.2268,30.0000,66.7000,43.8000,55.3000,11.9000,10.0000,8.4000,122.2000,MAN,100.7,0.6990,0.6580,0.3420,0.3158,33.3000,70.0000,56.3000,54.5000,4.0000,7.1000,20.6000,123.2000
%http://www.basketball-reference.com/boxscores/201903170ORL.html
Atlanta Hawks at Orlando Magic, March 17, 2019,regularSeason,91-101,A,103.0,0.4770,0.4620,0.3850,0.0769,15.1000,80.8000,47.6000,52.6000,7.8000,6.3000,15.9000,88.4000,MAN,103.0,0.5070,0.4410,0.4350,0.3059,19.2000,84.9000,52.4000,63.6000,11.7000,5.4000,12.3000,98.1000
%http://www.basketball-reference.com/boxscores/201903170SAC.html
Chicago Bulls at Sacramento Kings, March 17, 2019,regularSeason,102-129,A,102.4,0.5240,0.5000,0.2950,0.1591,23.3000,65.9000,44.8000,51.3000,5.9000,7.5000,16.3000,99.6000,MAN,102.4,0.5860,0.5630,0.2230,0.1262,34.1000,76.7000,55.2000,51.9000,11.7000,11.3000,8.3000,126.0000
%http://www.basketball-reference.com/boxscores/201903180BOS.html
Denver Nuggets at Boston Celtics, March 18, 2019,regularSeason,114-105,A,99.3,0.5790,0.5640,0.4150,0.0851,30.6000,76.9000,58.0000,63.0000,6.0000,9.3000,14.7000,114.8000,MAN,99.3,0.5180,0.4840,0.4190,0.1613,23.1000,69.4000,42.0000,61.5000,12.1000,9.1000,10.6000,105.8000
%http://www.basketball-reference.com/boxscores/201903180CLE.html
Detroit Pistons at Cleveland Cavaliers, March 18, 2019,regularSeason,119-126,A,92.4,0.5760,0.5430,0.4680,0.1809,38.0000,84.8000,56.6000,57.1000,6.5000,7.0000,9.6000,128.9000,MAN,92.4,0.6930,0.6520,0.2780,0.2911,15.2000,62.0000,43.4000,47.8000,6.5000,6.0000,8.1000,136.4000
%http://www.basketball-reference.com/boxscores/201903180DAL.html
New Orleans Pelicans at Dallas Mavericks, March 18, 2019,regularSeason,129-125,A,103.6,0.5670,0.5290,0.3750,0.1827,28.0000,74.5000,52.4000,69.4000,6.1000,8.6000,13.0000,112.7000,MAN,103.6,0.5310,0.4810,0.3330,0.2286,25.5000,72.0000,47.6000,58.7000,7.9000,9.2000,11.3000,109.2000
%http://www.basketball-reference.com/boxscores/201903180OKC.html
Miami Heat at Oklahoma City Thunder, March 18, 2019,regularSeason,116-107,A,101.5,0.5570,0.5210,0.2990,0.1546,20.0000,72.9000,47.3000,65.2000,12.8000,8.0000,7.1000,114.2000,MAN,101.5,0.5410,0.4940,0.4250,0.2414,27.1000,80.0000,52.7000,55.3000,3.9000,11.8000,16.1000,105.4000
%http://www.basketball-reference.com/boxscores/201903180PHO.html
Chicago Bulls at Phoenix Suns, March 18, 2019,regularSeason,116-101,A,98.1,0.5830,0.5390,0.1800,0.2247,27.5000,80.9000,56.3000,45.7000,9.2000,6.9000,11.5000,118.3000,MAN,98.1,0.5290,0.5060,0.3100,0.1905,19.1000,72.5000,43.7000,61.5000,5.1000,6.8000,11.2000,103.0000
%http://www.basketball-reference.com/boxscores/201903180POR.html
Indiana Pacers at Portland Trail Blazers, March 18, 2019,regularSeason,98-106,A,92.1,0.5290,0.4820,0.2890,0.2169,28.6000,77.1000,50.6000,71.4000,13.0000,6.4000,12.3000,106.4000,MAN,92.1,0.6010,0.5510,0.4050,0.2405,22.9000,71.4000,49.4000,64.9000,8.7000,15.3000,16.2000,115.1000
%http://www.basketball-reference.com/boxscores/201903180SAS.html
Golden State Warriors at San Antonio Spurs, March 18, 2019,regularSeason,105-111,A,96.7,0.5630,0.5400,0.4430,0.1136,16.3000,78.3000,48.3000,65.9000,7.2000,9.7000,12.2000,108.5000,MAN,96.7,0.5680,0.5230,0.2950,0.2159,21.7000,83.7000,51.7000,48.8000,7.2000,10.2000,9.3000,114.7000
%http://www.basketball-reference.com/boxscores/201903180TOR.html
New York Knicks at Toronto Raptors, March 18, 2019,regularSeason,92-128,A,103.6,0.4640,0.3760,0.4120,0.3294,13.5000,85.3000,41.9000,57.1000,7.7000,8.3000,11.6000,88.8000,MAN,103.6,0.6550,0.6530,0.4550,0.1477,14.7000,86.5000,58.1000,73.5000,4.8000,12.0000,12.5000,123.5000
%http://www.basketball-reference.com/boxscores/201903180WAS.html
Utah Jazz at Washington Wizards, March 18, 2019,regularSeason,116-95,A,100.5,0.6190,0.6150,0.4070,0.0440,19.4000,87.2000,54.7000,71.4000,9.9000,14.8000,15.4000,115.4000,MAN,100.5,0.5240,0.4690,0.3330,0.2346,12.8000,80.6000,45.3000,58.8000,9.0000,3.7000,15.0000,94.5000
%http://www.basketball-reference.com/boxscores/201903190ATL.html
Houston Rockets at Atlanta Hawks, March 19, 2019,regularSeason,121-105,A,98.7,0.6630,0.6350,0.6030,0.2821,14.0000,79.5000,45.1000,70.0000,13.2000,4.5000,13.3000,122.6000,MAN,98.7,0.5790,0.5540,0.4760,0.1429,20.5000,86.0000,54.9000,76.9000,6.1000,3.2000,17.3000,106.4000
%http://www.basketball-reference.com/boxscores/201903190CHO.html
Philadelphia 76ers at Charlotte Hornets, March 19, 2019,regularSeason,118-114,A,98.4,0.6000,0.5640,0.3720,0.2442,14.3000,79.2000,48.9000,67.4000,5.1000,8.3000,6.6000,119.9000,MAN,98.4,0.5570,0.4880,0.4220,0.3976,20.8000,85.7000,51.1000,44.4000,3.0000,3.7000,8.1000,115.9000
%http://www.basketball-reference.com/boxscores/201903190LAC.html
Indiana Pacers at Los Angeles Clippers, March 19, 2019,regularSeason,109-115,A,101.7,0.5770,0.5570,0.2410,0.1379,27.5000,77.8000,54.1000,66.7000,7.9000,10.9000,17.5000,107.2000,MAN,101.7,0.5700,0.5390,0.3820,0.2135,22.2000,72.5000,45.9000,65.1000,13.8000,3.0000,11.4000,113.1000
%http://www.basketball-reference.com/boxscores/201903190MIL.html
Los Angeles Lakers at Milwaukee Bucks, March 19, 2019,regularSeason,101-115,A,104.3,0.5250,0.4770,0.5000,0.2209,16.0000,73.9000,43.8000,60.6000,8.6000,11.9000,16.5000,96.9000,MAN,104.3,0.5700,0.5450,0.5280,0.2022,26.1000,84.0000,56.3000,61.0000,8.6000,9.3000,14.4000,110.3000
%http://www.basketball-reference.com/boxscores/201903190MIN.html
Golden State Warriors at Minnesota Timberwolves, March 19, 2019,regularSeason,117-107,A,100.7,0.6020,0.5880,0.4620,0.1099,17.0000,74.5000,46.9000,88.6000,6.0000,13.2000,11.8000,116.2000,MAN,100.7,0.5190,0.4550,0.4040,0.2921,25.5000,83.0000,53.1000,69.4000,7.0000,0.0000,11.2000,106.3000
%http://www.basketball-reference.com/boxscores/201903190SAC.html
Brooklyn Nets at Sacramento Kings, March 19, 2019,regularSeason,123-121,A,107.8,0.5910,0.5640,0.3720,0.1809,25.6000,68.2000,47.1000,59.6000,14.8000,5.7000,14.7000,114.1000,MAN,107.8,0.5830,0.5630,0.2630,0.1474,31.8000,74.4000,52.9000,51.0000,12.1000,1.7000,16.2000,112.2000
%http://www.basketball-reference.com/boxscores/201903200CHI.html
Washington Wizards at Chicago Bulls, March 20, 2019,regularSeason,120-126,A,96.5,0.5820,0.5480,0.4520,0.1935,26.7000,71.7000,51.0000,56.8000,9.4000,10.8000,13.4000,112.6000,MAN,96.5,0.5550,0.5280,0.2170,0.1321,28.3000,73.3000,49.0000,58.0000,9.4000,3.9000,10.3000,118.3000
%http://www.basketball-reference.com/boxscores/201903200CLE.html
Milwaukee Bucks at Cleveland Cavaliers, March 20, 2019,regularSeason,102-107,A,97.7,0.5090,0.4670,0.3520,0.1868,21.2000,75.5000,48.6000,66.7000,9.2000,13.0000,8.2000,104.4000,MAN,97.7,0.5170,0.4780,0.4190,0.1935,24.5000,78.8000,51.4000,46.2000,4.1000,10.2000,9.6000,109.5000
%http://www.basketball-reference.com/boxscores/201903200MEM.html
Houston Rockets at Memphis Grizzlies, March 20, 2019,regularSeason,125-126,A,92.7,0.6080,0.5590,0.5110,0.2128,23.4000,65.1000,43.3000,45.2000,9.8000,7.7000,10.5000,122.2000,MAN,92.7,0.5930,0.5340,0.4160,0.3483,34.9000,76.6000,56.7000,48.8000,7.8000,0.0000,13.8000,123.1000
%http://www.basketball-reference.com/boxscores/201903200NYK.html
Utah Jazz at New York Knicks, March 20, 2019,regularSeason,137-116,A,98.9,0.7140,0.6820,0.4940,0.2471,17.9000,80.5000,50.0000,79.2000,7.1000,5.5000,9.4000,138.6000,MAN,98.9,0.6090,0.5990,0.3600,0.1512,19.5000,82.1000,50.0000,51.1000,6.1000,14.0000,12.8000,117.3000
%http://www.basketball-reference.com/boxscores/201903200OKC.html
Toronto Raptors at Oklahoma City Thunder, March 20, 2019,regularSeason,123-114,A,99.8,0.6390,0.5980,0.4140,0.2184,15.8000,74.2000,52.0000,66.7000,10.0000,8.3000,15.0000,111.6000,MAN,99.8,0.4920,0.4810,0.4170,0.1456,25.8000,84.2000,48.0000,51.2000,5.4000,3.9000,12.8000,103.5000
%http://www.basketball-reference.com/boxscores/201903200ORL.html
New Orleans Pelicans at Orlando Magic, March 20, 2019,regularSeason,96-119,A,101.9,0.4460,0.4220,0.3330,0.0980,23.7000,63.6000,43.0000,63.2000,8.8000,3.1000,10.8000,94.2000,MAN,101.9,0.5500,0.5250,0.3730,0.1176,36.4000,76.3000,57.0000,60.9000,7.9000,14.7000,11.5000,116.8000
%http://www.basketball-reference.com/boxscores/201903200PHI.html
Boston Celtics at Philadelphia 76ers, March 20, 2019,regularSeason,115-118,A,97.4,0.5580,0.5310,0.3330,0.1354,21.3000,67.9000,46.0000,48.9000,1.0000,5.3000,7.2000,118.1000,MAN,97.4,0.5420,0.4390,0.3670,0.4333,32.1000,78.7000,54.0000,67.6000,5.1000,7.8000,6.8000,121.2000
%http://www.basketball-reference.com/boxscores/201903200POR.html
Dallas Mavericks at Portland Trail Blazers, March 20, 2019,regularSeason,118-126,A,100.9,0.6020,0.5520,0.3450,0.2529,14.3000,70.7000,42.2000,46.5000,7.9000,10.9000,10.1000,116.9000,MAN,100.9,0.6180,0.5820,0.3960,0.2198,29.3000,85.7000,57.8000,51.1000,5.9000,7.0000,12.1000,124.8000
%http://www.basketball-reference.com/boxscores/201903200SAS.html
Miami Heat at San Antonio Spurs, March 20, 2019,regularSeason,110-105,A,95.1,0.5860,0.5580,0.4070,0.1628,14.3000,80.8000,51.1000,57.5000,6.3000,9.3000,9.6000,115.6000,MAN,95.1,0.5400,0.5110,0.3860,0.1705,19.2000,85.7000,48.9000,78.9000,2.1000,5.9000,7.6000,110.4000
%http://www.basketball-reference.com/boxscores/201903210ATL.html
Utah Jazz at Atlanta Hawks, March 21, 2019,regularSeason,114-117,A,102.8,0.5410,0.5110,0.3400,0.1915,29.2000,79.5000,53.3000,58.1000,11.7000,6.4000,12.5000,110.9000,MAN,102.8,0.6020,0.5800,0.4600,0.1839,20.5000,70.8000,46.7000,63.4000,7.8000,8.1000,14.1000,113.8000
%http://www.basketball-reference.com/boxscores/201903210CHO.html
Minnesota Timberwolves at Charlotte Hornets, March 21, 2019,regularSeason,106-113,A,103.0,0.5260,0.5000,0.3180,0.2045,18.4000,72.7000,47.1000,59.0000,5.8000,9.9000,11.4000,102.9000,MAN,103.0,0.5110,0.4750,0.2900,0.1800,27.3000,81.6000,52.9000,60.5000,4.9000,10.0000,8.3000,109.7000
%http://www.basketball-reference.com/boxscores/201903210GSW.html
Indiana Pacers at Golden State Warriors, March 21, 2019,regularSeason,89-112,A,99.3,0.4520,0.4180,0.2530,0.1429,23.1000,77.8000,48.5000,48.6000,7.0000,5.7000,13.2000,89.6000,MAN,99.3,0.5830,0.5670,0.4040,0.1236,22.2000,76.9000,51.5000,72.7000,6.0000,11.8000,13.5000,112.7000
